,0
921,(cm를 mm로 잘못 주문하여 손톱만한 합판조각들이 배송 되었어요 ) 주말에도 열심히 카드작업을 해야할듯 하네욤...ㅡ.ㅜ 아...정말 아이디어 고갈입니다...ㅋㅋ 초를 빼고 신상들이네요~ 합판의 상태가 고르지... 
922,"이 참신한 이야기의 흐름을 끝까지 이어가질 못하고 결국, 아이디어 고갈과 마주하며 다시 &lt;테이큰&gt;의 플롯을 반복한다. 일단 아래로 &lt;테이큰 &gt; 스틸북 오픈 케이스. 디자인은 그저 무난하다. '내가 납치당하다... "
923,"첫 소설은 인기를 얻은 걸 확인하고 전업으로 쓰기 시작하기 때문에 문제가 되지 않지만 한 장르로 두 번째, 세 번째 소설을 쓰다보면 아이디어 고갈로 자기복제 소설을 쓰게 되고 새로운 소설에 기존 독자가... "
924,아이디어 고갈로 이번엔 어떻게 꾸며볼까... 고민중이었는데 때마침 블로그에서 진행하셨던 tmi이벤트 물품 도착!! 한장씩 다양한 도안으로 구성이되어 있어서 너무 좋음~ 오늘은 너로 정했다!! #다꾸... 
925,"좋은 정보에 노출되어라 생각이 뛰어난 사람은 항상 아이디어가 고갈되지 않도록 펌프질을 한다. 그들은 언제나 사고 과정이 시작될 수 있도록 생각할 거리를 찾는다. 독서를 하고, 업계 잡지를 살펴보고... "
926,"아이디어 고갈?ㅋㅋ No~! 좋은 곳으로 입양갈 녀석입니다.ㅋ 조금 큰 크기의 카메라,ㅋ 같은 디자인으로 만들었더니 삼총사가 되었네요~~ㅎㅎㅎ 이젠 다른디자인들 만들던지, 카메라는 안만들던지,, 그래야겠어요... "
927,식단 아이디어 고갈일때 훠궈만한게 없쥬 근데 이젠 훠궈도 물림.. 정확히 말하면 집훠궈 얼른 제한 풀려서 최애 훠궈집 탈탈 털고 싶다교~~ 남편 머리자르러 가는 날은 미용실 옆 존맛덮밥 먹으러 가는 날인데... 
928,생각보다 너누 맛있어서 흡입하고 다음판 기다리며 블로그 개대충 적는중 ^^^^^^!!! 이젠 매주 적을 것도 없음 ㅜㅜㅋㅋㅋㅋㅋㅋ 아이디어 고갈과 단조로운 일상..^^ 이번주 블로그도 이렇게 끗 !!!!
929,이럽니다 ㅠ 아이디어 고갈입니다. 미세먼지 극성이라 이래저래 냉동실에서 오징어 한 마리를 발견하고 이리저리 궁리합니다. 오징어 &amp;연근 간장볶음 냉동 오징어 마리 연근 개 청고추 개 마늘 톨 생강... 
930,매년 아이디어 고갈이라 머리 쥐어짜내는게 고생스럽지만 준비하는 과정이 행복해서 계속 하게되는 묘한 그런 날들. 〜(￣▽￣〜) (〜￣▽￣)〜 〜(￣▽￣〜) (〜￣▽￣)〜
931,프로젝트를 준비하다가 아이디어 고갈... 나의 머리에 한계에 봉착할때 즐겨찾는 사이트랍니다. 아이콘을 클릭해 보실까요? 들어가보시면 샤방샤방한 이미지가 즐비하답니다. 이름모를 이미지를 핸폰으로... 
932,ㅋㅋㅋㅋ 예쁜 디저트는 플모를 소환하게 만들죠^^ 아이디어 고갈로 제사진 복제했어요... ㅋㅋㅋ 딸기팔이 플모 헤헤헤헿 실패확률은 없는데.. 그렇게 쉽지만은 않거든요..... ㅋㅋ 전 한번 망쳐본 경험이... 
933,"두부된장국,소고기무두부국,두부부침만 했더니 아이디어 고갈.. 마트에 가면 두부랑 야채랑 넣어서 동그랑땡처럼 만들어서 시식하게 해주는게 생각나서.. 두부야채동그랑땡을 만들어서 해줬더니 넘넘... "
934,메뉴아이디어 고갈중.. 주말에 점심메뉴 생각하다가 수치 좋다고 하던 족발에 도전! 장충동 평안도족발집. 남편이랑 족발 소 자와 비빔막국수도 하나 주문해서 몇 젓가락 먹었다 족발은 뭐니뭐니해도 배달보다... 
935,"아이디어 고갈로밖에 보이질 않네요. &quot;남녀 두 명씩, 이틀 안에 네 명이 죽는다.&quot;라는 예지자의 섬뜩한 예언하에...각자 다양한 사연으로 오지 산간 마을의 마안갑에 모인 사람들... 터지지 않는 핸드폰, 끊어진... "
936,이럴 줄 알았으면 요리 좀 배워올 걸... 아이디어 고갈이다. 롯데 줄줄이 비엔나 볶아 먹고 싶네. #호주비엔나소세지 #호주소세지 #호주한국식소세지 #한국맛소세지 #호주줄줄이비엔나
937,"원숭이 몇십마맄ㅋㅋㅋㅋㅋㅋㅋㅋ +닭 +개 +고양이 등등등,, ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쨋든 이제 더이상 아이디어 고갈나서 못하겟어요 다들 잘자길 빠이 끝."
938,"그래도 하나씩 쌓여가니 뭔가 뿌듯 하네요^^ 이제 아이디어 고갈되어 갑니다ㅜ.ㅜ 그래도 다양한 소재와 질감, 놀이 해보려고 노력중이에요^^ 그럼 오늘도 신비아파트 친구들 만나보아요~!! 양괭이 - 신발... "
939,Dada :) 요즘 요리가 왤케 뜸한지 힝힝 ㅠㅠ ㅋㅋㅋㅋㅋㅋ 이제 아이디어 고갈인가???ㅎㅎ 그래도 열심히 해서 올릴게요~~ 오늘은 아웃백의 핫한메뉴 &quot;투움바 파스타&quot; 만들기에요~~ 생크림을 하루숙성시키는거... 
940,발렌타인데이가 껴있는 주는 전부 하트시리즈로 만들고 싶었는데 +_+ 아이디어 고갈. 아흙 맛나게 먹어줘서 고마워용 단나쿤♥ 미카 도시락 사진만 그득한 도시락 인스타 놀러오실분들은 요기로!... 
941,(추가) 아이디어 고갈 라인------------------------------------------------------- 넣어보고싶은것 . 강력한 크립 ( 천상오브 안통함) 게임 후반부에 약 ~분마다 등장 여러종류가 있으며 각각 잡을시 막타넣은 영웅팀에... 
942,"평소에 아이디어 고갈이 될때면, 제가 즐겨찾는 곳 대표적인 곳이 있습니다. #핀터레스트 #브릿지 라는 곳입니다. 핀터레스트(pinterest) 라는 사이트는 각종 볼 것이 가득한 곳입니다. 아마 꼭 디자인 업계... "
943,"학기말 되면 꼭 베이킹 선물을 하는데,,, 아이디어 고갈 상태에 빠져 있는 나 에게 보내온 선물....ㅎ..ㅎ 이 번엔 따라쟁이가 되어 보려고 마음먹었다. 레시피도 다르고, 모양은 비스무리~~~ 손이 많은 가는... "
944,JY 레드가 포인트인 진청 리바이스 를 뜯었다 여름이라 과일 컨셉을 잡아 만들기로 했다 아이디어 고갈이니 과일의 힘을 빌려보기로 좋은 방법이다 과일 종류도 많으니 오래 버티것다 ㅋㅋ 파인애플 자수... 
945,유투브로 동백자수 검색하다가 새로운 동백디자인이 있길래 오늘 퇴근하고 따라해봄 이건 분컷 ㅋㅋㅋ 수만 미친듯이 놓고 제품(?)이 안나오고 있다 아이디어 고갈로 몽땅 자석 아니면 와펜각ㅋㅋㅋ 와펜만... 
946,인스타에만 올려뒀다 흐흐  월 일 수요일 컨셉잡아서 개월 수 대로 성장사진 찍어주는데 아이디어 고갈로 고민 한참하다가.. 엘사 하려고 했더니만ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 우람하다 우기기 실패 ^^  월... 
947,"아이디어 고갈? 스포티파이는 여러 차례의 인수와 조 로건 및 알렉스 쿠퍼 같은 셀럽들과의 독점 계약을 통해 팟캐스트를 통해 경쟁사들과 차별화하는 데 성공했다. 하지만 안타깝게도, 몇 주 전에... "
948,보통 엄마의 계란볶음밥이지만 방학 동안 아이 식사 메뉴 아이디어 고갈되었을 때 한 번 만들어 보셔도 좋을 것 같아요. 오늘 점심은 이렇게 간단하게 계란볶음밥으로 해결했구요. 다음은 더 간단한 비빔국수... 
949,오른쪽은 아이디어 고갈로 그냥 사탕모양과 불꽃..... 죄송해요 음.... 위에 별자리는 여우 입니다. 밑에는... xx자리와 바람개비 입니다. 왼쪽 별자리 이름 맞혀보실분~!! ( 상품 없습니다! 죄송! ㅎㅎ ) 여긴... 
950,우리 E조 강원도 팀은 회의하다가 결국 아이디어 고갈로 밖에 나와서 사진을 찍으며 놀았습니다ㅋㅋㅋㅋ 경기도민 두명이 포함 된 함께 강원도팀 화이팅...ㅋㅋㅋㅋㅋㅋ! 신기하게도 두명은 대학교 동기학번... 
951,아이디어 고갈이라...계속 만들었던거 돌리고 돌리고~~ ㅋ 그래도 오랜만에 코코아 디아망을 만들어 줬더니... 나름 제 입이 호강했답니다. 좀 크게 만들었더니 쿠키통에 몇개 안들어서 좀 속상했지만서도... 
952,본격적으로 판벌여놓고 폴꾸하는데ㅠㅜㅠ 아이디어 고갈 되가꼬...진짜로 애먹엇어여♀️ 폴꾸 기계처럼 파바밧 하시는분들 진짜 대단하세여ㅠ흑흑ㅋㅋㅋㅋㅋㅋ 저는 뭐 감각도없고 센스도없고^^... 오늘은... 
953,"블챌 아이디어 고갈, 잘가라! 이 프로젝트를 시작으로 댓글로 서로이웃분들의 답변도 들어보면서 소통하는 그런 대화의 장을 열고 싶은데, 라나나 가가나 세빈에 관심이 있으시다면 저와 함께 짐덩님의... "
954,중복되거나 아이디어 고갈된 사람 마시기 이런 느낌이었다 이것도 처음에는 머라고 하는지 못알아듣겠어서 ㄹㅇ 분위기 망치는 것 같았는데 하다보니까 게임이 계속 비슷하게 반복돼서 대충... 
955,"한두번도 아니고 정말 지겹네요 실력이 없어,,, 아이디어가 고갈이라 COPY 하는거라 그냥 그렇게 생각하려했는데... 밤새워 만든 홍보이미지부터 홍보문구 슬로건에 이젠 하다하다 블로그명까지..... "
956,년 혁신 아이디어 공모전 참여기업 모집 특허청에서는 아이디어가 고갈되어 제품 및 서비스를 개선하거나 제품을 기획하는데 어려움을 겪고 있는 기업에게 국민의 참신한 아이디어가 제공 및 활용될 수... 
957,"스팸의 호멜, 프링글스의 켈로그, 하겐다즈의 제너럴 밀즈, 콜라의 코카콜라, 커피의 스타벅스 등 거진 다 갖고 있었기 때문에 아이디어 고갈이었어요. 미국 주식에 더 투자하고 싶어도 아이디어가... "
958,온라인 판매 하면서 아이디어 고갈로 머리를 감싸고 있는 나날입니다. 아시는 분이 제모습이 그래 보였는지 아는 지인이 꽃가게 하시는데 리본걸이 필요한데 어떠냐고... 바로 제작들어갑니다. 뭐..특별할것... 
959,"포즈 아이디어 고갈 누가 추천 좀.. . 지현이랑 #유랑 가기로 한 날 나한테 주 내에 두번 간 거는 진짜 많이 간 거!! 이제 일년뒤에 가겠군,, 암튼 그만큼 맛있음 첨 먹어보는 동해 잔 고르기 ㅎㅎ 우리가... "
960,아이디어가 읍써용 . . #커피꽃내음 #뭘하지 #고갈#커피꽃내음 #일산커피맛집 #백석커피맛집 #일산카페 #백석카페 #커피전문 #스페셜티커피전문 #핸드드립 #브루윙 #드립커피 #드립백 #커피드립백 #수제디저트... 
961,"한복의 아름다움을 다시한번 깨달은 기모노,로리타,한복- 자 다음엔 또 뭐가있을까요? &lt;- 질문이에요.답해주세요 ㅜ 아이디어 고갈직전- www.cyworld.com 싸이가 업뎃이 조금 더 빨라요- BY나니야"
962,아이디어 고갈 맞습니다 .. 그거 아시죠? “목요일을 기준으로 몇째 주인지 정해진다는 것” 월 첫째 주 게시글을 쓰고 나서 두 명 중 한 명 많은 분들께서 제 블로그를 통해 알아가셨더라고요 바쁘디 바쁜... 
963,평소 메모하는 습관을 들이신다면 회의에서 아이디어 고갈로 고민할 필요도 없을 것 같아요.^^ 지금까지 하이현이 알려드린 회의 아이디어 도출 방법 어떠셨어요? 아이디어를 꺼내는 기본은 머리 속으로만... 
964,"애들 어릴 땐 햄, 소시지 같은 가공식품 주기 미안했는데 이제 나의 메뉴 아이디어 고갈과 귀차니즘, 생고기 매일 대령의 경제적 부담으로 징검다리 전법으로 섞어주고 있다. 멸치액 넣은 콩나물무침 그리고 잘... "
965,&lt;&gt; &quot; &quot; &quot; 여름철 연주회 사골 앙코르 결혼식 퇴장곡 여마에님이 인별에 이번 토요콘서트 앙코르 아이디어가 고갈되었다고 하셔 댓글로 앙코르를 응모했다. 결과는 앙코르계의 펠레답게 싹 빗나갔다. 하라는... 
966,많쟈나ㅜ 아이디어 고갈이라 대충 마트랑 한인홍 다녀옴.. 내스릉 케틀칩 어니언이랑 모카 몰티져스 한인홍에서 산 떡볶이랑 초코싸만코 떡볶이가 완제품에 양이 좀 적길래 양불리기 신공! 물 좀 더 넣고... 
967,가아라에겐 행복이 인기와 출연분량ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미안 가아라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아이디어 고갈로 이거 중복ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이것의 저작권은... 
968,"집에 있는 모든 장난감을 꺼내 놀아도 하루는 왜이리 긴지, 엄마의 아이디어가 고갈될 즈음 사놓고 포장도 뜯지 않았던 모래놀이 장난감이 떠올랐습니다. 요건 지난 여름, 한토이에 갔을 때 구입한 건데요.... "
969,아이디어 고갈로 연어처럼 원점을 향해 돌아갑니다. 마켓오 오!그래놀라 카카오와 가장 잘 어울리는 디저트가 뭐가 있을까 고민을 해보았는데 앗하! 아이스크림과 함께 먹으면 되는구나! 생각이 퐉! 더블... 
970,국힘당은 아이디어가 고갈된 당 vs 민주당은 잘못된 생각에 연연하는 당이다. 뭐든 국민의 수준에 맞는 지도자들만 등장하는 중임. 고양에 목에 방울 달 놈 조차도 없는거지. 그러니 정치꾼이 되는것임. 결론... 
971,"매일매일 애들이랑 뭐하고 있어야하나 아이디어 고갈 중... 택배가 왔어요. 이게 뭐다냐, 난 안시켰는데 하고 보니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사랑스런 동생님이셨군요. 그렇게 만나게 된 토이쿠키만들기 풀무원에서... "
972,휴 매년 어버이날이 올때마다 행사란 행사 다해서 이제 아이디어 고갈인 상태 ㅋㅋㅋㅋㅋㅋ 그러던 와중에 한달전에 엄마가 공진당 먹고싶다고 링크보낸게 생각이 났음 그래서 돈진단으로 선택'-' 이거... 
973,안녕하시렵니까 밈찾아 블챌 제목쓰던 기믕빈 아이디어 고갈과 어울리는 제목을 찾지 못해서 고민입니다 누구든 다음주 제목 추천해주쇼.. 월요일 월요일 출근은 상당히 화나지만 오프닝이 아닌거에... 
974,재택을 너무 길게하니까 아이디어 고갈로 어느날아침은 집층에 에그드랍 포장하러 내 봄의 기억은 주구장창 밥한 기억밖에 없다 덕분에 살이 포공포동 코로나 빨리가라 나 발리가고싶다 ㅜㅜㅜ 끝... 
975,이 책의 아이디어는 매우 심플하면서도 혁명적이었다. 지금이야 의약품이 체내의 영양소를 없앤다는... 인해 고갈되는 영양소를 보충해주는 개념으로 만들어진 책이다. 의약품은 질병을 치료하기위해 먹는... 
